"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Sentences";"Words";"Audience_age";"Audience_level";"Audience_size";"Full context";"Example source"
" иматалап йишваводеваз ,ротанидрО";"хыннешиламу";"Ординатор, заведовавший палатами ";"умалишенных";", ";"заинтересовался Теркиным. ";"П. Д. Боборыкин. Василий Теркин (1892)";"П. Д. Боборыкин";"1836";"Василий Теркин";"1892";"художественная";"роман";"";"П. Д. Боборыкин. Сочинения в трех томах. Т.3";"1993";"книга";"омонимия снята автоматически";"15139";"143320";"н-возраст";"н-уровень";"очень большая";"Ординатор, заведовавший палатами умалишенных, заинтересовался Теркиным. ";"62956:1340:3"
" амод оговоцзарбо мороткерид тюачанзан артаихисп гурдВ";"хыннешиламу";"Вдруг психиатра назначают директором образцового дома ";"умалишенных";" ";"в одной из соседних губерний. ";"П. Д. Боборыкин. Василий Теркин (1892)";"П. Д. Боборыкин";"1836";"Василий Теркин";"1892";"художественная";"роман";"";"П. Д. Боборыкин. Сочинения в трех томах. Т.3";"1993";"книга";"омонимия снята автоматически";"15139";"143320";"н-возраст";"н-уровень";"очень большая";"Вдруг психиатра назначают директором образцового дома умалишенных в одной из соседних губерний. ";"62956:1355:6"
" ьсилащемоп едг ,юлегилф к ьсиливарпан ,супрок";"еыннешиламу";"корпус, направились к флигелю, где помещались ";"умалишенные";". ";"";"А. П. Чехов. Палата № 6 (1892)";"А. П. Чехов";"1860";"Палата № 6";"1892";"художественная";"повесть";"";"А. П. Чехов. Полное собрание сочинений и писем";"1974";"книга";"омонимия снята автоматически";"1221";"16113";"н-возраст";"н-уровень";"очень большая";"Вошли в больничный двор и, обойдя главный корпус, направились к флигелю, где помещались умалишенные. ";"63184:1039:13"
" мод в нелварпто ежу и яслашемоп";"хыннешиламу";"помешался и уже отправлен в дом ";"умалишенных";". ";"";"А. Н. Анненская. Чарльз Диккенс. Его жизнь и литературная деятельность (1891)";"А. Н. Анненская";"1840";"Чарльз Диккенс. Его жизнь и литературная деятельность";"1891";"публицистика | нехудожественная";"биография";"искусство и культура";"Анненская А. Н. Чарльз Диккенс. Его жизнь и литературная деятельность";"1891";"книга";"омонимия снята автоматически";"1139";"23708";"н-возраст";"н-уровень";"большая";"Может быть, именно эта или другая подобная шутка подала повод толкам, распространившимся в прессе, что Диккенс помешался и уже отправлен в дом умалишенных. ";"62798:345:22"
" мод и уциньлоб ,тюирп йикстед ,юньледагоб";"хыннешиламу";"богадельню, детский приют, больницу и дом ";"умалишенных";", ";"находя, что в основе управления всеми";"А. Н. Анненская. Чарльз Диккенс. Его жизнь и литературная деятельность (1891)";"А. Н. Анненская";"1840";"Чарльз Диккенс. Его жизнь и литературная деятельность";"1891";"публицистика | нехудожественная";"биография";"искусство и культура";"Анненская А. Н. Чарльз Диккенс. Его жизнь и литературная деятельность";"1891";"книга";"омонимия снята автоматически";"1139";"23708";"н-возраст";"н-уровень";"большая";"Он с большим чувством описывает институт слепых, городскую богадельню, детский приют, больницу и дом умалишенных, находя, что в основе управления всеми этими заведениями лежит чувство уважения к человеческому достоинству бедняка, вполне отсутствующее во всех благотворительных учреждениях Англии. ";"62798:492:14"
" ялд ециньлоб оп огещюавижахсар ,акеволеч оговородз";"хыннешиламу";"здорового человека, расхаживающего по больнице для ";"умалишенных";", ";"предполагая, конечно, что человек этот имеет";"Э. К. Ватсон. Артур Шопенгауэр. Его жизнь и научная деятельность (1891)";"Э. К. Ватсон";"1839";"Артур Шопенгауэр. Его жизнь и научная деятельность";"1891";"публицистика | нехудожественная";"биография";"искусство и культура";"Ватсон Э. К. А. Шопенгауэр, его жизнь и научная деятельность";"1891";"книга";"омонимия снята автоматически";"840";"20603";"н-возраст";"н-уровень";"большая";"Но где его возьмешь -- такой мир?» В том же 1815 году он писал: «Того, кто написал великое, бессмертное произведение, прием, оказанный этому произведению публикой, и суждения о нем критики так же мало способны огорчить или взволновать, как, например, брань и оскорбления сумасшедших способны оскорбить психически здорового человека, расхаживающего по больнице для умалишенных, предполагая, конечно, что человек этот имеет надлежащее понятие о том, где именно он находится». ";"69120:838:51"
" емод в лавыбоп отдуб как ,ьшеувтсвуч";"хыннешиламу";"чувствуешь, как будто побывал в доме ";"умалишенных";"... ";"";"П. В. Засодимский. Перед потухшим камельком (1891)";"П. В. Засодимский";"1834";"Перед потухшим камельком";"1891";"художественная";"рассказ";"";"Святочные истории: Рассказы и стихотворения русских писателей";"1992";"книга";"омонимия снята автоматически";"892";"11334";"н-возраст";"н-уровень";"большая";"Просто иной раз выйдешь от них и чувствуешь, как будто побывал в доме умалишенных... ";"69914:236:13"
" от-йокат мовтсещуми дан екепо бО";"йоннешиламу";"Об опеке над имуществом такой-то ";"умалишенной";"». ";"";"И. Н. Потапенко. Секретарь Его Превосходительства (1891)";"И. Н. Потапенко";"1856";"Секретарь Его Превосходительства";"1891";"художественная";"рассказ";"";"Писатели чеховской поры: Избранные произведения писателей 80-90-х годов: В 2-х т";"1982";"книга";"омонимия снята автоматически";"1594";"17161";"н-возраст";"н-уровень";"большая";"Вижу я -- озаглавлено: «Об опеке над имуществом такой-то умалишенной». ";"67220:315:9"
" аз янем ыб ыв ,ьтазакс мав";"юуннешиламу";"вам сказать, вы бы меня за ";"умалишенную";" ";"сочли... ";"Е. А. Салиас. Владимирские Мономахи (1891)";"Е. А. Салиас";"1842";"Владимирские Мономахи";"1891";"художественная";"роман";"";"Владимирские Мономахи";"1995";"книга";"омонимия снята автоматически";"13116";"138479";"н-возраст";"н-уровень";"большая";"Если б вам сказать, вы бы меня за умалишенную сочли... ";"68116:6266:8"
" есв как ,ьтаминирп латс еиксдюл алед";"еыннешиламу";"дела людские стал принимать, как все ";"умалишенные";" ";"делают... ";"Е. А. Салиас. Владимирские Мономахи (1891)";"Е. А. Салиас";"1842";"Владимирские Мономахи";"1891";"художественная";"роман";"";"Владимирские Мономахи";"1995";"книга";"омонимия снята автоматически";"13116";"138479";"н-возраст";"н-уровень";"большая";"Сновиденья свои за дела людские стал принимать, как все умалишенные делают... ";"68116:8511:9"
" отдуб ,яаншартс от-яакак ,анчитикинА яьраД яныраб";"яаннешиламу";"барыня Дарья Аникитична, какая-то страшная, будто ";"умалишенная";", ";"пришла к дверям комнаты мужа, но";"Е. А. Салиас. Владимирские Мономахи (1891)";"Е. А. Салиас";"1842";"Владимирские Мономахи";"1891";"художественная";"роман";"";"Владимирские Мономахи";"1995";"книга";"омонимия снята автоматически";"13116";"138479";"н-возраст";"н-уровень";"большая";"В сумерки сама барыня Дарья Аникитична, какая-то страшная, будто умалишенная, пришла к дверям комнаты мужа, но, найдя их запертыми, не стала стучаться и так же тихо пошла наверх к Сусанне Юрьевне... ";"68116:8926:9"
" -- олед еонтяноП";"яаннешиламу";"Понятное дело -- ";"умалишенная";"! ";"";"Е. А. Салиас. Владимирские Мономахи (1891)";"Е. А. Салиас";"1842";"Владимирские Мономахи";"1891";"художественная";"роман";"";"Владимирские Мономахи";"1995";"книга";"омонимия снята автоматически";"13116";"138479";"н-возраст";"н-уровень";"большая";"Понятное дело -- умалишенная! ";"68116:12575:2"
" ее илатичс ,ыскосыВ уремирп оп ,еигурд";"йоннешиламу";"другие, по примеру Высоксы, считали ее ";"умалишенной";". ";"";"Е. А. Салиас. Владимирские Мономахи (1891)";"Е. А. Салиас";"1842";"Владимирские Мономахи";"1891";"художественная";"роман";"";"Владимирские Мономахи";"1995";"книга";"омонимия снята автоматически";"13116";"138479";"н-возраст";"н-уровень";"большая";"Одни верили госпоже Касаткиной, другие, по примеру Высоксы, считали ее умалишенной. ";"68116:12719:10"
" еинанзирп еонневоркто ан яртомсен ,отч ,еинечюлказ";"йоннешиламу";"заключение, что, несмотря на откровенное признание ";"умалишенной";" ";"барышни Касаткиной и в силу отрицания";"Е. А. Салиас. Владимирские Мономахи (1891)";"Е. А. Салиас";"1842";"Владимирские Мономахи";"1891";"художественная";"роман";"";"Владимирские Мономахи";"1995";"книга";"омонимия снята автоматически";"13116";"138479";"н-возраст";"н-уровень";"большая";"Если же он теперь постановит заключение, что, несмотря на откровенное признание умалишенной барышни Касаткиной и в силу отрицания всего Змглодом, они нисколько не виновны, что смерть Аникиты Ильича была естественной, то и это заключение властями принято не будет. ";"68116:12725:11"
" итчоп ано отч ,илавовтсьлетедивс онся ,ьтсодар";"яаннешиламу";"радость, ясно свидетельствовали, что она почти ";"умалишенная";". ";"";"Е. А. Салиас. Владимирские Мономахи (1891)";"Е. А. Салиас";"1842";"Владимирские Мономахи";"1891";"художественная";"роман";"";"Владимирские Мономахи";"1995";"книга";"омонимия снята автоматически";"13116";"138479";"н-возраст";"н-уровень";"большая";"Равнодушие, с которым она встретила известие об убийстве племянника, ее последовавший затем смех, и затем даже радость, ясно свидетельствовали, что она почти умалишенная. ";"68116:13063:22"
" мод в ьтадс ыботч ,увксоМ в";"хыннешиламу";"в Москву, чтобы сдать в дом ";"умалишенных";". ";"";"Е. А. Салиас. Владимирские Мономахи (1891)";"Е. А. Салиас";"1842";"Владимирские Мономахи";"1891";"художественная";"роман";"";"Владимирские Мономахи";"1995";"книга";"омонимия снята автоматически";"13116";"138479";"н-возраст";"н-уровень";"большая";"И однажды утром Касаткину посадили силой в карету и увезли в Москву, чтобы сдать в дом умалишенных. ";"68116:13069:16"
" в ачиесилЕ артеП ьшезевоп и лишортопсар";"юуннешиламу";"распотрошил и повезешь Петра Елисеича в ";"умалишенную";" ";"больницу. ";"Д. Н. Мамин-Сибиряк. Три конца (1890)";"Д. Н. Мамин-Сибиряк";"1852";"Три конца";"1890";"художественная";"роман";"";"Д. Н. Мамин-Сибиряк. Собр.соч.в 8 томах";"1955";"книга";"омонимия снята автоматически";"10521";"119434";"н-возраст";"н-уровень";"очень большая";"Вот ты теперь Домнушку распотрошил и повезешь Петра Елисеича в умалишенную больницу. ";"65619:10264:10"
" мод в оге ьтичюлказ лазакирп и";"хыннешиламу";"и приказал заключить его в дом ";"умалишенных";"; ";"однако из уважения к его деду";"Н. А. Тучкова-Огарева. Воспоминания (1890)";"Н. А. Тучкова-Огарева";"1829";"Воспоминания";"1890";"публицистика | нехудожественная";"мемуары";"";"Н. А. Тучкова-Огарева. Воспоминания";"";"книга";"омонимия снята автоматически";"4900";"86588";"н-возраст";"н-уровень";"средняя";"Государь рассердился и приказал заключить его в дом умалишенных; однако из уважения к его деду, служившему при дворе, неосторожный юноша был вскоре выпущен. ";"68931:434:8"
" мод в оге ьтадс лыб нежлод";"хыннешиламу";"должен был сдать его в дом ";"умалишенных";". ";"";"Н. А. Тучкова-Огарева. Воспоминания (1890)";"Н. А. Тучкова-Огарева";"1829";"Воспоминания";"1890";"публицистика | нехудожественная";"мемуары";"";"Н. А. Тучкова-Огарева. Воспоминания";"";"книга";"омонимия снята автоматически";"4900";"86588";"н-возраст";"н-уровень";"средняя";"Доктора Девиля отправили с полицейским во Францию, где тот должен был сдать его в дом умалишенных. ";"68931:2533:15"
" мод в ачивеьволоС-онреС ьтитсемоп ,яинеокопсу";"хыннешиламу";"успокоения, поместить Серно-Соловьевича в дом ";"умалишенных";", ";"но это несомненный факт. ";"Н. А. Тучкова-Огарева. Воспоминания (1890)";"Н. А. Тучкова-Огарева";"1829";"Воспоминания";"1890";"публицистика | нехудожественная";"мемуары";"";"Н. А. Тучкова-Огарева. Воспоминания";"";"книга";"омонимия снята автоматически";"4900";"86588";"н-возраст";"н-уровень";"средняя";"Не знаю, как г-же Шелгуновой удалось, для своего успокоения, поместить Серно-Соловьевича в дом умалишенных, но это несомненный факт. ";"68931:3349:14"
" амод виторп ,угул ан лажел нО";"хыннешиламу";"Он лежал на лугу, против дома ";"умалишенных";". ";"";"Н. А. Тучкова-Огарева. Воспоминания (1890)";"Н. А. Тучкова-Огарева";"1829";"Воспоминания";"1890";"публицистика | нехудожественная";"мемуары";"";"Н. А. Тучкова-Огарева. Воспоминания";"";"книга";"омонимия снята автоматически";"4900";"86588";"н-возраст";"н-уровень";"средняя";"Он лежал на лугу, против дома умалишенных. ";"68931:3423:6"
" амод виторп ,адорог ецнок в ьсоличулс";"хыннешиламу";"случилось в конце города, против дома ";"умалишенных";". ";"";"Н. А. Тучкова-Огарева. Воспоминания (1890)";"Н. А. Тучкова-Огарева";"1829";"Воспоминания";"1890";"публицистика | нехудожественная";"мемуары";"";"Н. А. Тучкова-Огарева. Воспоминания";"";"книга";"омонимия снята автоматически";"4900";"86588";"н-возраст";"н-уровень";"средняя";"Это случилось в конце города, против дома умалишенных. ";"68931:4885:7"
" амод ьтсозилб ,ондивечо ;омим итйорп илишепс";"хыннешиламу";"спешили пройти мимо; очевидно, близость дома ";"умалишенных";" ";"была виной того, что его приняли";"Н. А. Тучкова-Огарева. Воспоминания (1890)";"Н. А. Тучкова-Огарева";"1829";"Воспоминания";"1890";"публицистика | нехудожественная";"мемуары";"";"Н. А. Тучкова-Огарева. Воспоминания";"";"книга";"омонимия снята автоматически";"4900";"86588";"н-возраст";"н-уровень";"средняя";"Он стал звать на помощь прохожих, но все, взглянув на него издали, спешили пройти мимо; очевидно, близость дома умалишенных была виной того, что его приняли за сумасшедшего. ";"68931:4888:18"
" то как ,идюл оген то ьсилапыссаР";"огоннешиламу";"Рассыпались от него люди, как от ";"умалишенного";", ";"а он по дворцу один бегает";"А. В. Амфитеатров. Княжна (1889-1895)";"А. В. Амфитеатров";"1862";"Княжна";"1889-1895";"художественная";"роман";"";"А. В. Амфитеатров. Собрание сочинений в 10 томах. Т. 1";"2000";"книга";"омонимия снята автоматически";"6292";"68889";"н-возраст";"н-уровень";"большая";"Рассыпались от него люди, как от умалишенного, а он по дворцу один бегает, воет, фарфор-фаянс об пол швыряет и ногами топчет, зеркала бьет. ";"62751:3149:6"
" мод в хи лалысто я ,яинечанз";"хыннешиламу";"значения, я отсылал их в дом ";"умалишенных";", ";"где их подвергали последовательному лечению, т";"И. И. Ореус [перевод книги Ф. В. Ростопчина с французского]. Записки о 1812 годе (1889)";"И. И. Ореус [перевод книги Ф. В. Ростопчина с французского]";"1830";"Записки о 1812 годе";"1889";"публицистика | нехудожественная";"мемуары";"";"Ф. В. Ростопчин. Ох, французы!";"1992";"книга";"омонимия снята автоматически";"1186";"24670";"н-возраст";"н-уровень";"большая";"Время от времени полиция забирала кое-каких появлявшихся болтунов, но так как я не желал оглашать подобные истории, то вместо того, чтобы предавать суду этих людей, которые сами по себе не имели значения, я отсылал их в дом умалишенных, где их подвергали последовательному лечению, т. е. всякий день делали им холодные души, а по субботам заставляли глотать микстуру. ";"68045:667:37"
" ялд еинедеваз ан как месвос »волартает";"хыннешиламу";"театралов» совсем как на заведение для ";"умалишенных";". ";"";"И. Л. Леонтьев-Щеглов. Корделия (Страничка жизни) (1889)";"И. Л. Леонтьев-Щеглов";"1856";"Корделия (Страничка жизни)";"1889";"художественная";"повесть";"";"Спутники Чехова. / Под ред. В. Б. Катаева";"1982";"книга";"омонимия снята автоматически";"1615";"21891";"н-возраст";"н-уровень";"большая";"По выражению ее лица я убедился, что неудачный дебют Марты окончательно восстановил ее против драматического искусства и что она смотрела теперь на неупокоевский кружок «Друзей театралов» совсем как на заведение для умалишенных. ";"65315:438:31"
" амод од и ьтыб тежоМ";"хыннешиламу";"Может быть и до дома ";"умалишенных";" ";"допрыгаешься... ";"Е. А. Салиас. Аракчеевский подкидыш (1889)";"Е. А. Салиас";"1842";"Аракчеевский подкидыш";"1889";"художественная";"роман";"";"Салиас Е. А. Аракчеевский сынок. Аракчеевский подкидыш";"1993";"книга";"омонимия снята автоматически";"8271";"76322";"н-возраст";"н-уровень";"большая";"Может быть и до дома умалишенных допрыгаешься... ";"68110:2076:5"
" амод еыннеортсу оньлаицепс в а ,ирытсаном";"хыннешиламу";"монастыри, а в специально устроенные дома ";"умалишенных";", ";"с отдачей имений в опеку их";"М. Ф. Владимирский-Буданов. Обзор истории русского права (1886)";"М. Ф. Владимирский-Буданов";"1838";"Обзор истории русского права";"1886";"учебно-научная | нехудожественная";"монография";"право | история";"Обзор истории русского права";"1888";"книга";"омонимия снята автоматически";"10235";"245326";"н-возраст";"н-уровень";"большая";"23 апреля, 23 и 6 августа, по которым велено отдавать их не в монастыри, а в специально устроенные дома умалишенных, с отдачей имений в опеку их наследникам. ";"69299:5823:19"
" емод в ясумешважредос ,ешйероК учивелвокЯ унавИ";"хыннешиламу";"Ивану Яковлевичу Корейше, содержавшемуся в доме ";"умалишенных";" ";"и служившему дельфийским оракулом для сотен";"Н. П. Гиляров-Платонов. Из пережитого. Том 1 (1886)";"Н. П. Гиляров-Платонов";"1824";"Из пережитого. Том 1";"1886";"публицистика | нехудожественная";"мемуары";"";"";"";"электронный текст";"омонимия снята автоматически";"5262";"85590";"н-возраст";"н-уровень";"большая";"В случаях трудных, где духовную свою опытность признавала Татьяна Федоровна недостаточною, она отправляла посетителей, прибегавших к ней... с трудом даже выговаривается это -- отправляла к известному Ивану Яковлевичу Корейше, содержавшемуся в доме умалишенных и служившему дельфийским оракулом для сотен тысяч суеверных. ";"64337:4181:31"
" огоньлетивтсйед или огоминм то лашылс ен";"огоннешиламу";"не слышал от мнимого или действительного ";"умалишенного";". ";"";"Н. П. Гиляров-Платонов. Из пережитого. Том 1 (1886)";"Н. П. Гиляров-Платонов";"1824";"Из пережитого. Том 1";"1886";"публицистика | нехудожественная";"мемуары";"";"";"";"электронный текст";"омонимия снята автоматически";"5262";"85590";"н-возраст";"н-уровень";"большая";"Ездил к нему раз и брат Александр; сколько помню его рассказ, Иван Яковлевич при нем действительно не дурачился, но ничего особенно назидательного брат и не слышал от мнимого или действительного умалишенного. ";"64337:4184:30"
" ялд иинедеваз моньлетичанз ьдубин-окьлокс мокясв ов";"хыннешиламу";"во всяком сколько-нибудь значительном заведении для ";"умалишенных";" ";"псевдогаллюцинирующие больные могут считаться десятками. ";"В. Х. Кандинский. О псевдогаллюцинациях (1886)";"В. Х. Кандинский";"1849";"О псевдогаллюцинациях";"1886";"учебно-научная | нехудожественная";"монография";"наука и технологии | здоровье и медицина | психология";"";"1952";"книга";"омонимия снята автоматически";"1751";"47879";"н-возраст";"профессиональный";"средняя";"Что касается до примеров зрительных псевдогаллюцинаций при душевных болезнях, то я мог бы привести сотни таких примеров, так как во всяком сколько-нибудь значительном заведении для умалишенных псевдогаллюцинирующие больные могут считаться десятками. ";"76216:763:25"
" ялд ациньлоб( ясьшидохан ьрепет ыт едг";"хыннешиламу";"где ты теперь находишься (больница для ";"умалишенных";"), ";"ты, подобно Орфею, введешь там цивилизацию.";"В. Х. Кандинский. О псевдогаллюцинациях (1886)";"В. Х. Кандинский";"1849";"О псевдогаллюцинациях";"1886";"учебно-научная | нехудожественная";"монография";"наука и технологии | здоровье и медицина | психология";"";"1952";"книга";"омонимия снята автоматически";"1751";"47879";"н-возраст";"профессиональный";"средняя";"Прежде чем ты оставишь тот дом, где ты теперь находишься (больница для умалишенных), ты, подобно Орфею, введешь там цивилизацию.";"76216:952:12"
" ялд иинедеваз в( оге тюажурко еыроток";"хыннешиламу";"которые окружают его (в заведении для ";"умалишенных";") ";"под видом больных, прислуги и врачей. ";"В. Х. Кандинский. О псевдогаллюцинациях (1886)";"В. Х. Кандинский";"1849";"О псевдогаллюцинациях";"1886";"учебно-научная | нехудожественная";"монография";"наука и технологии | здоровье и медицина | психология";"";"1952";"книга";"омонимия снята автоматически";"1751";"47879";"н-возраст";"профессиональный";"средняя";"Больной, под влиянием слуховых галлюцинаций, пришел к убеждению, что он находится в руках целого корпуса тайных мучителей, которые окружают его (в заведении для умалишенных) под видом больных, прислуги и врачей. ";"76216:960:23"
" ъмод ,ьлатипсог ,ещиличу еоньлачан ,акетоілбиб ,ътфос";"ъхыннешиламу";"софтъ, библіотека, начальное училище, госпиталь, домъ ";"умалишенныхъ";", ";"богадельня и даровая общественная баня, уцѣлѣвшая";"Е. Л. Марков. Европейский Восток // «Вестник Европы», №№ 3-4, 1886";"Е. Л. Марков";"1835";"Европейский Восток";"1886";"публицистика | нехудожественная";"очерк";"путешествия | история | наука и технологии";"«Вестник Европы», №№ 3-4, 1886";"1886";"журнал";"омонимия снята автоматически";"1776";"38844";"н-возраст";"н-уровень";"большая";"При одной только мечети Магомета II устроено на ея доходы восемь духовныхъ гимназій, или медресе, съ общежитіями для софтъ, библіотека, начальное училище, госпиталь, домъ умалишенныхъ, богадельня и даровая общественная баня, уцѣлѣвшая еще со временъ византійскихъ термъ Константина Великаго... ";"65633:744:24"
" ъмод ъв ълавотѣвос ,ѣнм обо ълавонзѣлобос";"ъхыннешиламу";"соболѣзновалъ обо мнѣ, совѣтовалъ въ домъ ";"умалишенныхъ";" ";"помѣстить меня, брался платить за меня! ";"А. К. Шеллер-Михайлов. Поврежденный (1886)";"А. К. Шеллер-Михайлов";"1838";"Поврежденный";"1886";"художественная";"рассказ";"";"Полное собранiе сочиненiй А. К. Шеллера-Михайлова";"1904";"книга";"омонимия снята автоматически";"537";"7665";"н-возраст";"н-уровень";"большая";"Дарью Степановну, сына и дочь моихъ призывалъ къ себѣ, соболѣзновалъ обо мнѣ, совѣтовалъ въ домъ умалишенныхъ помѣстить меня, брался платить за меня! ";"68412:387:15"
" ялетиримсу евтсечак в ,ьнерап йынневородз еж";"огоннешиламу";"же здоровенный парень, в качестве усмирителя ";"умалишенного";", ";"и плотно уселся у Фишла на";"Шолом-Алейхем. Мечтатели (1884)";"Шолом-Алейхем";"1859";"Мечтатели";"1884";"художественная";"рассказ";"";"Шолом-Алейхем. Собрание сочинений: в 6 т";"1971";"книга";"омонимия снята автоматически";"368";"6001";"н-возраст";"н-уровень";"большая";"За ним полез туда же здоровенный парень, в качестве усмирителя умалишенного, и плотно уселся у Фишла на ногах. ";"68558:303:10"
" теувтстяперп ен откин оби ,евтсьлухогоб в";"умоннешиламу";"в богохульстве, ибо никто не препятствует ";"умалишенному";" ";"произносить имя Господне всуе. ";"Шолом-Алейхем. Мечтатели (1884)";"Шолом-Алейхем";"1859";"Мечтатели";"1884";"художественная";"рассказ";"";"Шолом-Алейхем. Собрание сочинений: в 6 т";"1971";"книга";"омонимия снята автоматически";"368";"6001";"н-возраст";"н-уровень";"большая";"Но один старичок накинулся на толпу, упрекая ее в богохульстве, ибо никто не препятствует умалишенному произносить имя Господне всуе. ";"68558:323:14"
" емод в иледен евд лыборп фираХ";"хыннешиламу";"Хариф пробыл две недели в доме ";"умалишенных";" ";"и умер. ";"Шолом-Алейхем. Мечтатели (1884)";"Шолом-Алейхем";"1859";"Мечтатели";"1884";"художественная";"рассказ";"";"Шолом-Алейхем. Собрание сочинений: в 6 т";"1971";"книга";"омонимия снята автоматически";"368";"6001";"н-возраст";"н-уровень";"большая";"Фишл Хариф пробыл две недели в доме умалишенных и умер. ";"68558:363:7"
" емод моксназак в алремУ";"хыннешиламу";"Умерла в казанском доме ";"умалишенных";". ";"";"С. М. Степняк-Кравчинский. Подпольная Россия [автоперевод] (1883-1893)";"С. М. Степняк-Кравчинский";"1851";"Подпольная Россия [автоперевод]";"1883-1893";"публицистика | нехудожественная";"очерк";"";"Степняк-Кравчинский С. Сочинения. В 2-х т. Т. 1. Россия под властью царей. Подпольная Россия";"1987";"книга";"омонимия снята автоматически";"3228";"54173";"н-возраст";"н-уровень";"средняя";"Умерла в казанском доме умалишенных. ";"68746:477:4"
" как ябес лев йенд окьлоксен едг";"йыннешиламу";"где несколько дней вел себя как ";"умалишенный";". ";"";"Н. Е. Каронин-Петропавловский. Рассказы о пустяках/ Солома (1883|1890)";"Н. Е. Каронин-Петропавловский";"1853";"Рассказы о пустяках/ Солома";"1883|1890";"художественная";"рассказ | цикл";"";"Крестьянское горе";"1980";"книга";"омонимия снята автоматически";"566";"5726";"н-возраст";"н-уровень";"большая";"Тогда Иван взялся за оглобли пустых дровней и повез их домой, где несколько дней вел себя как умалишенный. ";"64770:153:17"
" как месвос яслаледс навИ ымиз уцнок";"йыннешиламу";"концу зимы Иван сделался совсем как ";"умалишенный";". ";"";"Н. Е. Каронин-Петропавловский. Рассказы о пустяках/ Солома (1883|1890)";"Н. Е. Каронин-Петропавловский";"1853";"Рассказы о пустяках/ Солома";"1883|1890";"художественная";"рассказ | цикл";"";"Крестьянское горе";"1980";"книга";"омонимия снята автоматически";"566";"5726";"н-возраст";"н-уровень";"большая";"К концу зимы Иван сделался совсем как умалишенный. ";"64770:405:7"
"« мод в етеапутсв узарс ыв ьседз";"хыннешиламу";"здесь вы сразу вступаете в дом «";"умалишенных";"», ";"и притом в такой, где больные";"М. Е. Салтыков-Щедрин. Письма к тетеньке (1881-1882)";"М. Е. Салтыков-Щедрин";"1826";"Письма к тетеньке";"1881-1882";"художественная";"письмо литературное | цикл";"";"М. Е. Салтыков-Щедрин. Собрание сочинений в 10 тт. Т. 7";"1988";"книга";"омонимия снята автоматически";"5076";"75709";"н-возраст";"н-уровень";"большая";"Но здесь вы сразу вступаете в дом «умалишенных», и притом в такой, где больные, так сказать, преднамеренно предоставлены сами себе. ";"68142:4278:7"
" ялд яінедеваз огаксгйевшнуарб ъроткерид ,.рпан ,ъкаТ";"ъхыннешиламу";"Такъ, напр., директоръ брауншвейгскаго заведенія для ";"умалишенныхъ";" ";"въ Бенигслюттерѣ, докторъ Гассе, въ рѣчи";"В. А. Гольцев. Внутреннее обозрение [октябрь] // Русская мысль, 1880";"В. А. Гольцев";"1850";"Внутреннее обозрение [октябрь]";"1880";"публицистика | нехудожественная";"обзор";"политика и общественная жизнь | администрация и управление";"Русская мысль";"1880";"журнал";"омонимия снята автоматически";"306";"5954";"н-возраст";"н-уровень";"большая";"Такъ, напр., директоръ брауншвейгскаго заведенія для умалишенныхъ въ Бенигслюттерѣ, докторъ Гассе, въ рѣчи по вопросу о вліяніи чрезмѣрнаго отягощенія учащейся молодежи на возникновеніе душевныхъ разстройствъ, указалъ на то, что, помимо всѣми замѣчаемаго чрезвычайно сильнаго возрастанія числа душевныхъ болѣзней, ему въ теченіе одного года поручено было 7 заболѣвшихъ учениковъ въ возрастѣ 16--20 лѣтъ, относительно которыхъ онъ констатировалъ фактъ, что на возникновеніе умственнаго разстройства имѣло рѣшительное вліяніе продолжительное и постоянное душевное угнетеніе, вслѣдствіе чрезмѣрнаго отягощенія развивающагося мозга. ";"64372:41:6"
"« :ьсипдан лечорп я ародирок огеьтерт юьревд";"йыннешиламУ";"дверью третьего коридора я прочел надпись: «";"Умалишенный";"», ";"над следующею -- то же. ";"В. Г. Короленко. Яшка (1880)";"В. Г. Короленко";"1853";"Яшка";"1880";"художественная";"очерк";"";"В. Г. Короленко. Собрание сочинений в десяти томах. Том 1. Повести и рассказы";"1953";"книга";"омонимия снята автоматически";"927";"9324";"н-возраст";"н-уровень";"очень большая";"Над первою дверью третьего коридора я прочел надпись: «Умалишенный», над следующею -- то же. ";"65070:14:8"
" еорт ьсилажредос еродирок мотэ в ,яинещемоп";"хыннешиламу";"помещения, в этом коридоре содержались трое ";"умалишенных";". ";"";"В. Г. Короленко. Яшка (1880)";"В. Г. Короленко";"1853";"Яшка";"1880";"художественная";"очерк";"";"В. Г. Короленко. Собрание сочинений в десяти томах. Том 1. Повести и рассказы";"1953";"книга";"омонимия снята автоматически";"927";"9324";"н-возраст";"н-уровень";"очень большая";"По той же причине, то есть за отсутствием особого помещения, в этом коридоре содержались трое умалишенных. ";"65070:23:15"
